path,width,height,mode,format
..\data\raw\img4742_A.jpg,1158,959,RGB,JPEG
..\data\raw\img4742_B.jpg,1155,960,RGB,JPEG
..\data\raw\img4744_A.jpg,1576,1218,RGB,JPEG
..\data\raw\img4744_B.jpg,1550,1256,RGB,JPEG
..\data\raw\img4744_C.jpg,1570,1262,RGB,JPEG
..\data\raw\img4744_D.jpg,1547,1246,RGB,JPEG
..\data\raw\img4745_A.jpg,1545,1211,RGB,JPEG
..\data\raw\img4745_B.jpg,1584,1270,RGB,JPEG
..\data\raw\img4745_C.jpg,1555,1285,RGB,JPEG
..\data\raw\img4746_A.jpg,1561,1224,RGB,JPEG
..\data\raw\img4746_B.jpg,1577,1184,RGB,JPEG
..\data\raw\img4746_C.jpg,1577,1260,RGB,JPEG
..\data\raw\img4746_D.jpg,1558,1256,RGB,JPEG
..\data\raw\img4747_A.jpg,1146,844,RGB,JPEG
..\data\raw\img4747_B.jpg,1151,846,RGB,JPEG
..\data\raw\img4747_B_2.jpg,1146,844,RGB,JPEG
..\data\raw\img4747_C.jpg,1124,842,RGB,JPEG
..\data\raw\img4747_C_2.jpg,1108,846,RGB,JPEG
..\data\raw\img4747_D.jpg,1117,853,RGB,JPEG
..\data\raw\img4747_D_2.jpg,1128,846,RGB,JPEG
..\data\raw\img4747_E.jpg,1108,846,RGB,JPEG
..\data\raw\img4747_F.jpg,1128,846,RGB,JPEG
..\data\raw\img4748_A.jpg,1522,1288,RGB,JPEG
..\data\raw\img4748_B.jpg,1582,1289,RGB,JPEG
..\data\raw\img4748_B_2.jpg,1522,1288,RGB,JPEG
..\data\raw\img4749_A.jpg,1518,1135,RGB,JPEG
..\data\raw\img4749_B.jpg,1491,1144,RGB,JPEG
..\data\raw\img4749_C.jpg,1508,1184,RGB,JPEG
..\data\raw\img4749_D.jpg,1565,1188,RGB,JPEG
..\data\raw\img474_A.jpg,1222,958,RGB,JPEG
..\data\raw\img474_B.jpg,1215,967,RGB,JPEG
..\data\raw\img474_C.jpg,2323,985,RGB,JPEG
..\data\raw\img474_D.jpg,2329,988,RGB,JPEG
..\data\raw\img4750_A.jpg,1046,721,RGB,JPEG
..\data\raw\img4750_B.jpg,1059,727,RGB,JPEG
..\data\raw\img4750_C.jpg,1032,721,RGB,JPEG
..\data\raw\img4750_E.jpg,1042,823,RGB,JPEG
..\data\raw\img4750_F.jpg,1065,827,RGB,JPEG
..\data\raw\img4750_G.jpg,1051,817,RGB,JPEG
..\data\raw\img4750_H.jpg,1561,833,RGB,JPEG
..\data\raw\img4750_H_2.jpg,1586,832,RGB,JPEG
..\data\raw\img4750_J.jpg,1586,832,RGB,JPEG
..\data\raw\img4751_A.jpg,1326,1645,RGB,JPEG
..\data\raw\img4751_B.jpg,1341,1140,RGB,JPEG
..\data\raw\img4751_C.jpg,1114,893,RGB,JPEG
..\data\raw\img4751_C_2.jpg,1103,889,RGB,JPEG
..\data\raw\img4751_D.jpg,1085,889,RGB,JPEG
..\data\raw\img4751_D_2.jpg,1097,899,RGB,JPEG
..\data\raw\img4751_E.jpg,1095,907,RGB,JPEG
..\data\raw\img4752_A.jpg,1503,1275,RGB,JPEG
..\data\raw\img4752_B.jpg,1631,1314,RGB,JPEG
..\data\raw\img4752_C.jpg,1530,1309,RGB,JPEG
..\data\raw\img4752_D.jpg,1605,1288,RGB,JPEG
..\data\raw\img4753_A.jpg,1577,1268,RGB,JPEG
..\data\raw\img4753_B.jpg,1556,1286,RGB,JPEG
..\data\raw\img4753_C.jpg,1581,1290,RGB,JPEG
..\data\raw\img4753_D.jpg,1552,1296,RGB,JPEG
..\data\raw\img4754_A.jpg,2368,1141,RGB,JPEG
..\data\raw\img4754_B.jpg,2236,1040,RGB,JPEG
..\data\raw\img4754_B_2.jpg,2179,1050,RGB,JPEG
..\data\raw\img4755_A.jpg,1140,951,RGB,JPEG
..\data\raw\img4755_B.jpg,963,496,RGB,JPEG
..\data\raw\img4755_C.jpg,1710,640,RGB,JPEG
..\data\raw\img4756_A.jpg,1706,1002,RGB,JPEG
..\data\raw\img4756_B.jpg,1708,976,RGB,JPEG
..\data\raw\img4757_A.jpg,1177,1500,RGB,JPEG
..\data\raw\img4757_B.jpg,1788,1534,RGB,JPEG
..\data\raw\img4757_C.jpg,1493,992,RGB,JPEG
..\data\raw\img4757_D.jpg,1511,1004,RGB,JPEG
..\data\raw\img4758_A.jpg,1469,1205,RGB,JPEG
..\data\raw\img4758_B.jpg,1472,1262,RGB,JPEG
..\data\raw\img4759_A.jpg,1709,1240,RGB,JPEG
..\data\raw\img4759_B.jpg,1708,1237,RGB,JPEG
..\data\raw\img475_A.jpg,855,820,RGB,JPEG
..\data\raw\img475_B.jpg,876,806,RGB,JPEG
..\data\raw\img475_C.jpg,870,825,RGB,JPEG
..\data\raw\img475_D.jpg,869,820,RGB,JPEG
..\data\raw\img475_E.jpg,847,827,RGB,JPEG
..\data\raw\img475_F.jpg,871,828,RGB,JPEG
..\data\raw\img475_G.jpg,859,828,RGB,JPEG
..\data\raw\img475_H.jpg,863,834,RGB,JPEG
..\data\raw\img475_H_2.jpg,866,840,RGB,JPEG
..\data\raw\img4760_A.jpg,1211,923,RGB,JPEG
..\data\raw\img4760_B.jpg,1157,927,RGB,JPEG
..\data\raw\img4761_A.jpg,1050,777,RGB,JPEG
..\data\raw\img4761_B.jpg,1277,778,RGB,JPEG
..\data\raw\img4762_A.jpg,3051,1651,RGB,JPEG
..\data\raw\img4762_B.jpg,3051,1790,RGB,JPEG
..\data\raw\img4763_A.jpg,1145,1064,RGB,JPEG
..\data\raw\img4763_B.jpg,1165,1066,RGB,JPEG
..\data\raw\img4764_single.jpg,1377,1178,RGB,JPEG
..\data\raw\img4765_A.jpg,1708,1206,RGB,JPEG
..\data\raw\img4765_B.jpg,1706,1220,RGB,JPEG
..\data\raw\img4766_A.jpg,1183,745,RGB,JPEG
..\data\raw\img4766_B.jpg,1157,758,RGB,JPEG
..\data\raw\img4767_A.jpg,966,833,RGB,JPEG
..\data\raw\img4767_B.jpg,1374,833,RGB,JPEG
..\data\raw\img4768_A.jpg,903,759,RGB,JPEG
..\data\raw\img4768_B.jpg,808,395,RGB,JPEG
..\data\raw\img4768_C.jpg,940,793,RGB,JPEG
..\data\raw\img4768_C_2.jpg,2663,599,RGB,JPEG
..\data\raw\img4769_single.jpg,2915,1433,RGB,JPEG
..\data\raw\img476_A.jpg,1260,963,RGB,JPEG
..\data\raw\img476_B.jpg,1199,989,RGB,JPEG
..\data\raw\img476_C.jpg,1161,991,RGB,JPEG
..\data\raw\img476_D.jpg,1735,1231,RGB,JPEG
..\data\raw\img476_D_2.jpg,1717,1199,RGB,JPEG
..\data\raw\img476_E.jpg,1816,1237,RGB,JPEG
..\data\raw\img476_G.jpg,1762,1240,RGB,JPEG
..\data\raw\img4770_A.jpg,908,757,RGB,JPEG
..\data\raw\img4771_A.jpg,1228,1678,RGB,JPEG
..\data\raw\img4771_C.jpg,1215,610,RGB,JPEG
..\data\raw\img4772_single.jpg,2165,1624,RGB,JPEG
..\data\raw\img4773_single.jpg,1394,1350,RGB,JPEG
..\data\raw\img4774_A.jpg,1405,1486,RGB,JPEG
..\data\raw\img4774_B.jpg,1373,1488,RGB,JPEG
..\data\raw\img4774_B_2.jpg,1405,1486,RGB,JPEG
..\data\raw\img4775_single.jpg,2130,1691,RGB,JPEG
..\data\raw\img4776_single.jpg,2093,1635,RGB,JPEG
..\data\raw\img4777_single.jpg,2202,1720,RGB,JPEG
..\data\raw\img4778_A.jpg,1305,866,RGB,JPEG
..\data\raw\img4778_D.jpg,1276,838,RGB,JPEG
..\data\raw\img4779_single.jpg,2888,1134,RGB,JPEG
..\data\raw\img477_A.jpg,1862,1352,RGB,JPEG
..\data\raw\img477_B.jpg,1654,1355,RGB,JPEG
..\data\raw\img4780_single.jpg,2165,1625,RGB,JPEG
..\data\raw\img4781_A.jpg,1275,1304,RGB,JPEG
..\data\raw\img4781_B.jpg,1275,790,RGB,JPEG
..\data\raw\img4782_single.jpg,2737,857,RGB,JPEG
..\data\raw\img4783_single.jpg,1582,1525,RGB,JPEG
..\data\raw\img4784_single.jpg,2916,1405,RGB,JPEG
..\data\raw\img4785_single.jpg,1277,1380,RGB,JPEG
..\data\raw\img4786_single.jpg,1538,1796,RGB,JPEG
..\data\raw\img4786_single_2.jpg,1539,1797,RGB,JPEG
..\data\raw\img4787_A.jpg,1630,1516,RGB,JPEG
..\data\raw\img4787_B.jpg,1695,1519,RGB,JPEG
..\data\raw\img4788_A.jpg,1397,1163,RGB,JPEG
..\data\raw\img4788_B.jpg,1417,1165,RGB,JPEG
..\data\raw\img4788_C.jpg,2946,1321,RGB,JPEG
..\data\raw\img4788_D.jpg,2946,1321,RGB,JPEG
..\data\raw\img4789_A.jpg,1365,906,RGB,JPEG
..\data\raw\img4789_B.jpg,1454,953,RGB,JPEG
..\data\raw\img4789_C.jpg,1187,1058,RGB,JPEG
..\data\raw\img4789_C_2.jpg,1697,1033,RGB,JPEG
..\data\raw\img4789_D.jpg,1697,1033,RGB,JPEG
..\data\raw\img478_A.jpg,1130,841,RGB,JPEG
..\data\raw\img478_B.jpg,1139,853,RGB,JPEG
..\data\raw\img478_C.jpg,1139,848,RGB,JPEG
..\data\raw\img478_D.jpg,1147,856,RGB,JPEG
..\data\raw\img478_E.jpg,1126,867,RGB,JPEG
..\data\raw\img478_F.jpg,1125,858,RGB,JPEG
..\data\raw\img4790_A.jpg,1661,1500,RGB,JPEG
..\data\raw\img4790_B.jpg,1658,1503,RGB,JPEG
..\data\raw\img4791_A.jpg,1658,1979,RGB,JPEG
..\data\raw\img4791_B.jpg,1732,1979,RGB,JPEG
..\data\raw\img4792_A.jpg,1694,1412,RGB,JPEG
..\data\raw\img4792_B.jpg,1688,1387,RGB,JPEG
..\data\raw\img4792_B_2.jpg,1694,1412,RGB,JPEG
..\data\raw\img4792_C.jpg,1784,1370,RGB,JPEG
..\data\raw\img4792_D.jpg,1784,1370,RGB,JPEG
..\data\raw\img4793_A.jpg,477,532,RGB,JPEG
..\data\raw\img4793_B.jpg,844,532,RGB,JPEG
..\data\raw\img4794_A.jpg,1501,1010,RGB,JPEG
..\data\raw\img4794_A_2.jpg,1565,1059,RGB,JPEG
..\data\raw\img4794_B.jpg,1501,1010,RGB,JPEG
..\data\raw\img4794_B_2.jpg,1565,1059,RGB,JPEG
..\data\raw\img4794_C.jpg,744,1258,RGB,JPEG
..\data\raw\img4794_C_2.jpg,1297,1240,RGB,JPEG
..\data\raw\img4794_D.jpg,735,1187,RGB,JPEG
..\data\raw\img4794_D_2.jpg,1297,1240,RGB,JPEG
..\data\raw\img4794_D_3.jpg,736,1180,RGB,JPEG
..\data\raw\img4795_single.jpg,1724,1707,RGB,JPEG
..\data\raw\img4796_A.jpg,1068,767,RGB,JPEG
..\data\raw\img4796_B.jpg,1031,767,RGB,JPEG
..\data\raw\img4796_B_2.jpg,1068,767,RGB,JPEG
..\data\raw\img4797_A.jpg,1101,1255,RGB,JPEG
..\data\raw\img4798_single.jpg,1317,1119,RGB,JPEG
..\data\raw\img4799_single.jpg,1083,1156,RGB,JPEG
..\data\raw\img479_A.jpg,1237,1050,RGB,JPEG
..\data\raw\img479_B.jpg,1154,1068,RGB,JPEG
..\data\raw\img479_C.jpg,1134,1070,RGB,JPEG
..\data\raw\img479_common.jpg,3049,139,RGB,JPEG
..\data\raw\img479_D.jpg,1234,1158,RGB,JPEG
..\data\raw\img479_E.jpg,1123,1067,RGB,JPEG
..\data\raw\img479_F.jpg,1134,1127,RGB,JPEG
..\data\raw\img47_single.jpg,3611,2576,RGB,JPEG
..\data\raw\img4800_A.jpg,1493,1100,RGB,JPEG
..\data\raw\img4800_B.jpg,1493,1100,RGB,JPEG
..\data\raw\img4800_B_2.jpg,1483,1101,RGB,JPEG
..\data\raw\img4801_A.jpg,752,999,RGB,JPEG
..\data\raw\img4801_B.jpg,783,999,RGB,JPEG
..\data\raw\img4801_B_2.jpg,752,1000,RGB,JPEG
..\data\raw\img4801_C.jpg,752,1000,RGB,JPEG
..\data\raw\img4801_D.jpg,736,1001,RGB,JPEG
..\data\raw\img4802_A.jpg,1285,998,RGB,JPEG
..\data\raw\img4802_B.jpg,1267,997,RGB,JPEG
..\data\raw\img4803_A.jpg,1293,951,RGB,JPEG
..\data\raw\img4803_B.jpg,1603,918,RGB,JPEG
..\data\raw\img4803_B_2.jpg,1293,951,RGB,JPEG
..\data\raw\img4803_C.jpg,1291,836,RGB,JPEG
..\data\raw\img4803_C_2.jpg,1601,910,RGB,JPEG
..\data\raw\img4803_D.jpg,1601,910,RGB,JPEG
..\data\raw\img4803_D_2.jpg,1722,910,RGB,JPEG
..\data\raw\img4803_E.jpg,1290,808,RGB,JPEG
..\data\raw\img4803_E_2.jpg,1296,824,RGB,JPEG
..\data\raw\img4803_F.jpg,1666,928,RGB,JPEG
..\data\raw\img4803_F_2.jpg,1722,910,RGB,JPEG
..\data\raw\img4803_G.jpg,1666,928,RGB,JPEG
..\data\raw\img4803_G_2.jpg,1296,824,RGB,JPEG
..\data\raw\img4803_G_3.jpg,1722,910,RGB,JPEG
..\data\raw\img4804_A.jpg,1394,1031,RGB,JPEG
..\data\raw\img4804_B.jpg,1382,1032,RGB,JPEG
..\data\raw\img4804_B_2.jpg,1394,1031,RGB,JPEG
..\data\raw\img4805_single.jpg,1369,881,RGB,JPEG
..\data\raw\img4806_A.jpg,1426,1143,RGB,JPEG
..\data\raw\img4806_B.jpg,1512,1145,RGB,JPEG
..\data\raw\img4807_single.jpg,1404,907,RGB,JPEG
..\data\raw\img4808_single.jpg,1668,825,RGB,JPEG
..\data\raw\img4809_single.jpg,1671,813,RGB,JPEG
..\data\raw\img480_single.jpg,1665,1330,RGB,JPEG
..\data\raw\img4810_A.jpg,1339,997,RGB,JPEG
..\data\raw\img4810_B.jpg,1494,997,RGB,JPEG
..\data\raw\img4811_single.jpg,1412,1356,RGB,JPEG
..\data\raw\img4812_single.jpg,1666,1175,RGB,JPEG
..\data\raw\img4813_single.jpg,1701,1843,RGB,JPEG
..\data\raw\img4814_A.jpg,1402,1174,RGB,JPEG
..\data\raw\img4814_A_2.jpg,1350,1091,RGB,JPEG
..\data\raw\img4814_B.jpg,1402,1174,RGB,JPEG
..\data\raw\img4814_B_2.jpg,1350,1091,RGB,JPEG
..\data\raw\img4814_C.jpg,1348,2377,RGB,JPEG
..\data\raw\img4814_D.jpg,1348,2377,RGB,JPEG
..\data\raw\img4815_single.jpg,2921,1275,RGB,JPEG
..\data\raw\img4816_A.jpg,789,701,RGB,JPEG
..\data\raw\img4816_B.jpg,689,702,RGB,JPEG
..\data\raw\img4817_A.jpg,708,459,RGB,JPEG
..\data\raw\img4817_B.jpg,726,472,RGB,JPEG
..\data\raw\img4817_C.jpg,766,538,RGB,JPEG
..\data\raw\img4817_D.jpg,772,595,RGB,JPEG
..\data\raw\img4818_A.jpg,691,1961,RGB,JPEG
..\data\raw\img4818_B.jpg,688,1963,RGB,JPEG
..\data\raw\img4818_B_2.jpg,691,1961,RGB,JPEG
..\data\raw\img4819_B.jpg,1453,777,RGB,JPEG
..\data\raw\img4819_C.jpg,1494,845,RGB,JPEG
..\data\raw\img4819_C_2.jpg,1477,771,RGB,JPEG
..\data\raw\img4819_D.jpg,1459,787,RGB,JPEG
..\data\raw\img4819_D_2.jpg,1439,815,RGB,JPEG
..\data\raw\img4819_D_3.jpg,1431,910,RGB,JPEG
..\data\raw\img4819_E.jpg,1492,902,RGB,JPEG
..\data\raw\img4819_G.jpg,1431,910,RGB,JPEG
..\data\raw\img481_A.jpg,1276,1072,RGB,JPEG
..\data\raw\img481_B.jpg,1283,1084,RGB,JPEG
..\data\raw\img481_C.jpg,1276,1079,RGB,JPEG
..\data\raw\img481_D.jpg,1263,1080,RGB,JPEG
..\data\raw\img4820_A.jpg,795,1177,RGB,JPEG
..\data\raw\img4820_B.jpg,2106,1178,RGB,JPEG
..\data\raw\img4820_B_2.jpg,1186,1175,RGB,JPEG
..\data\raw\img4820_B_3.jpg,2570,1178,RGB,JPEG
..\data\raw\img4821_single.jpg,2917,1307,RGB,JPEG
..\data\raw\img4822_A.jpg,817,753,RGB,JPEG
..\data\raw\img4822_B.jpg,800,747,RGB,JPEG
..\data\raw\img4823_B.jpg,1200,1238,RGB,JPEG
..\data\raw\img4823_B_2.jpg,1393,1238,RGB,JPEG
..\data\raw\img4824_A.jpg,441,541,RGB,JPEG
..\data\raw\img4824_single.jpg,1608,543,RGB,JPEG
..\data\raw\img4825_single.jpg,1513,967,RGB,JPEG
..\data\raw\img4826_single.jpg,2940,1348,RGB,JPEG
..\data\raw\img4827_single.jpg,1538,912,RGB,JPEG
..\data\raw\img4828_A.jpg,732,1439,RGB,JPEG
..\data\raw\img4828_C.jpg,701,646,RGB,JPEG
..\data\raw\img4829_A.jpg,804,656,RGB,JPEG
..\data\raw\img4829_B.jpg,772,647,RGB,JPEG
..\data\raw\img4829_C.jpg,1603,1076,RGB,JPEG
..\data\raw\img482_A.jpg,874,1244,RGB,JPEG
..\data\raw\img482_B.jpg,1127,1246,RGB,JPEG
..\data\raw\img482_C.jpg,870,1249,RGB,JPEG
..\data\raw\img4830_A.jpg,798,672,RGB,JPEG
..\data\raw\img4830_B.jpg,796,671,RGB,JPEG
..\data\raw\img4830_C.jpg,786,648,RGB,JPEG
..\data\raw\img4830_D.jpg,788,650,RGB,JPEG
..\data\raw\img4831_A.jpg,696,1129,RGB,JPEG
..\data\raw\img4831_B.jpg,695,1133,RGB,JPEG
..\data\raw\img4831_C.jpg,724,1133,RGB,JPEG
..\data\raw\img4831_C_2.jpg,695,1133,RGB,JPEG
..\data\raw\img4832_single.jpg,1598,1226,RGB,JPEG
..\data\raw\img4833_single.jpg,2845,3593,RGB,JPEG
..\data\raw\img4834_single.jpg,2879,3688,RGB,JPEG
..\data\raw\img4835_A.jpg,1281,1152,RGB,JPEG
..\data\raw\img4835_B.jpg,1279,1182,RGB,JPEG
..\data\raw\img4835_C.jpg,1268,1125,RGB,JPEG
..\data\raw\img4835_D.jpg,1253,1124,RGB,JPEG
..\data\raw\img4836_single.jpg,2971,428,RGB,JPEG
..\data\raw\img4837_C.jpg,610,509,RGB,JPEG
..\data\raw\img4837_D.jpg,610,509,RGB,JPEG
..\data\raw\img4837_F.jpg,603,507,RGB,JPEG
..\data\raw\img4838_single.jpg,3126,1975,RGB,JPEG
..\data\raw\img4839_A.jpg,1308,1192,RGB,JPEG
..\data\raw\img4839_B.jpg,1308,1212,RGB,JPEG
..\data\raw\img4839_B_2.jpg,1308,1404,RGB,JPEG
..\data\raw\img483_B.jpg,1363,1008,RGB,JPEG
..\data\raw\img4840_single.jpg,1543,859,RGB,JPEG
..\data\raw\img4841_single.jpg,1657,1910,RGB,JPEG
..\data\raw\img4842_single.jpg,1659,1105,RGB,JPEG
..\data\raw\img4843_single.jpg,1660,1322,RGB,JPEG
..\data\raw\img4844_single.jpg,1650,1252,RGB,JPEG
..\data\raw\img4846_single.jpg,3127,1065,RGB,JPEG
..\data\raw\img4847_A.jpg,820,852,RGB,JPEG
..\data\raw\img4847_B.jpg,812,1318,RGB,JPEG
..\data\raw\img4847_C.jpg,815,424,RGB,JPEG
..\data\raw\img4847_C_2.jpg,823,453,RGB,JPEG
..\data\raw\img4847_D.jpg,771,428,RGB,JPEG
..\data\raw\img4847_D_2.jpg,780,442,RGB,JPEG
..\data\raw\img4847_D_3.jpg,823,453,RGB,JPEG
..\data\raw\img4847_D_4.jpg,1632,454,RGB,JPEG
..\data\raw\img4848_B.jpg,792,821,RGB,JPEG
..\data\raw\img4848_D.jpg,797,442,RGB,JPEG
..\data\raw\img4848_D_2.jpg,795,451,RGB,JPEG
..\data\raw\img4848_D_3.jpg,815,450,RGB,JPEG
..\data\raw\img4848_E.jpg,1653,457,RGB,JPEG
..\data\raw\img4849_A.jpg,584,1587,RGB,JPEG
..\data\raw\img4849_B.jpg,535,1584,RGB,JPEG
..\data\raw\img484_A.jpg,1146,1009,RGB,JPEG
..\data\raw\img484_B.jpg,1162,1010,RGB,JPEG
..\data\raw\img4850_single.jpg,873,1396,RGB,JPEG
..\data\raw\img4851_A.jpg,1661,922,RGB,JPEG
..\data\raw\img4851_B.jpg,1627,1040,RGB,JPEG
..\data\raw\img4852_A.jpg,752,1162,RGB,JPEG
..\data\raw\img4852_B.jpg,926,1164,RGB,JPEG
..\data\raw\img4852_B_2.jpg,713,1166,RGB,JPEG
..\data\raw\img4853_A.jpg,2227,1037,RGB,JPEG
..\data\raw\img4853_B.jpg,1616,912,RGB,JPEG
..\data\raw\img4854_A.jpg,1721,237,RGB,JPEG
..\data\raw\img4854_B.jpg,1721,237,RGB,JPEG
..\data\raw\img4855_A.jpg,2431,589,RGB,JPEG
..\data\raw\img4855_B.jpg,2408,533,RGB,JPEG
..\data\raw\img4855_C.jpg,1968,593,RGB,JPEG
..\data\raw\img4856_A.jpg,692,405,RGB,JPEG
..\data\raw\img4856_B.jpg,714,404,RGB,JPEG
..\data\raw\img4856_C.jpg,734,405,RGB,JPEG
..\data\raw\img4857_A.jpg,2401,340,RGB,JPEG
..\data\raw\img4857_B.jpg,2392,261,RGB,JPEG
..\data\raw\img4857_C.jpg,2388,293,RGB,JPEG
..\data\raw\img4858_single.jpg,1666,1203,RGB,JPEG
..\data\raw\img4859_A.jpg,2079,489,RGB,JPEG
..\data\raw\img4859_B.jpg,1977,500,RGB,JPEG
..\data\raw\img4859_B_2.jpg,1959,523,RGB,JPEG
..\data\raw\img485_A.jpg,1143,937,RGB,JPEG
..\data\raw\img485_B.jpg,1152,938,RGB,JPEG
..\data\raw\img4860_A.jpg,2041,1536,RGB,JPEG
..\data\raw\img4860_B.jpg,2022,1175,RGB,JPEG
..\data\raw\img4861_single.jpg,2385,1373,RGB,JPEG
..\data\raw\img4862_A.jpg,1122,674,RGB,JPEG
..\data\raw\img4862_B.jpg,1283,684,RGB,JPEG
..\data\raw\img4862_C.jpg,1124,683,RGB,JPEG
..\data\raw\img4862_D.jpg,789,651,RGB,JPEG
..\data\raw\img4863_single.jpg,2124,1189,RGB,JPEG
..\data\raw\img4864_single.jpg,1331,538,RGB,JPEG
..\data\raw\img4865_A.jpg,1490,1179,RGB,JPEG
..\data\raw\img4865_B.jpg,1508,1186,RGB,JPEG
..\data\raw\img4865_C.jpg,1480,1207,RGB,JPEG
..\data\raw\img4865_D.jpg,1494,1213,RGB,JPEG
..\data\raw\img4866_A.jpg,768,750,RGB,JPEG
..\data\raw\img4866_B.jpg,767,763,RGB,JPEG
..\data\raw\img4866_C.jpg,765,757,RGB,JPEG
..\data\raw\img4866_D.jpg,759,763,RGB,JPEG
..\data\raw\img4866_E.jpg,751,758,RGB,JPEG
..\data\raw\img4866_F.jpg,754,758,RGB,JPEG
..\data\raw\img4867_A.jpg,755,551,RGB,JPEG
..\data\raw\img4867_B.jpg,750,559,RGB,JPEG
..\data\raw\img4867_C.jpg,767,562,RGB,JPEG
..\data\raw\img4867_D.jpg,750,581,RGB,JPEG
..\data\raw\img4867_E.jpg,1581,1050,RGB,JPEG
..\data\raw\img4868_A.jpg,1608,2844,RGB,JPEG
..\data\raw\img4868_B.jpg,1592,834,RGB,JPEG
..\data\raw\img4868_B_2.jpg,1654,2844,RGB,JPEG
..\data\raw\img4868_D.jpg,1576,803,RGB,JPEG
..\data\raw\img4869_A.jpg,2365,1282,RGB,JPEG
..\data\raw\img4869_B.jpg,2361,1697,RGB,JPEG
..\data\raw\img486_single.jpg,1711,1532,RGB,JPEG
..\data\raw\img4870_A.jpg,1170,811,RGB,JPEG
..\data\raw\img4870_B.jpg,1177,820,RGB,JPEG
..\data\raw\img4870_C.jpg,1158,826,RGB,JPEG
..\data\raw\img4870_D.jpg,1152,823,RGB,JPEG
..\data\raw\img4871_A.jpg,1579,695,RGB,JPEG
..\data\raw\img4871_B.jpg,1577,817,RGB,JPEG
..\data\raw\img4872_A.jpg,989,1448,RGB,JPEG
..\data\raw\img4872_B.jpg,1015,1537,RGB,JPEG
..\data\raw\img4872_C.jpg,1249,2285,RGB,JPEG
..\data\raw\img4873_A.jpg,769,811,RGB,JPEG
..\data\raw\img4873_B.jpg,808,809,RGB,JPEG
..\data\raw\img4873_B_2.jpg,769,811,RGB,JPEG
..\data\raw\img4874_A.jpg,797,823,RGB,JPEG
..\data\raw\img4874_B.jpg,790,824,RGB,JPEG
..\data\raw\img4875_B.jpg,797,918,RGB,JPEG
..\data\raw\img4875_B_2.jpg,826,919,RGB,JPEG
..\data\raw\img4876_B.jpg,486,601,RGB,JPEG
..\data\raw\img4876_B_2.jpg,688,784,RGB,JPEG
..\data\raw\img4876_C.jpg,357,522,RGB,JPEG
..\data\raw\img4876_C_2.jpg,688,784,RGB,JPEG
..\data\raw\img4876_D.jpg,698,803,RGB,JPEG
..\data\raw\img4876_E.jpg,484,613,RGB,JPEG
..\data\raw\img4876_F.jpg,428,526,RGB,JPEG
..\data\raw\img4877_A.jpg,1173,1123,RGB,JPEG
..\data\raw\img4877_B.jpg,1173,1124,RGB,JPEG
..\data\raw\img4878_single.jpg,1720,1294,RGB,JPEG
..\data\raw\img4879_A.jpg,2366,1470,RGB,JPEG
..\data\raw\img4879_B.jpg,2366,1756,RGB,JPEG
..\data\raw\img487_single.jpg,1711,1523,RGB,JPEG
..\data\raw\img4880_A.jpg,1171,860,RGB,JPEG
..\data\raw\img4880_B.jpg,1156,861,RGB,JPEG
..\data\raw\img4881_A.jpg,1150,823,RGB,JPEG
..\data\raw\img4881_B.jpg,1150,842,RGB,JPEG
..\data\raw\img4881_C.jpg,1152,848,RGB,JPEG
..\data\raw\img4881_D.jpg,1151,844,RGB,JPEG
..\data\raw\img4882_A.jpg,1716,1219,RGB,JPEG
..\data\raw\img4882_B.jpg,1717,1276,RGB,JPEG
..\data\raw\img4883_A.jpg,1755,1519,RGB,JPEG
..\data\raw\img4883_B.jpg,1775,1522,RGB,JPEG
..\data\raw\img4884_A.jpg,1109,935,RGB,JPEG
..\data\raw\img4884_B.jpg,1091,937,RGB,JPEG
..\data\raw\img4885_A.jpg,1103,936,RGB,JPEG
..\data\raw\img4885_B.jpg,1094,938,RGB,JPEG
..\data\raw\img4886_A.jpg,1038,1214,RGB,JPEG
..\data\raw\img4886_B.jpg,1986,1215,RGB,JPEG
..\data\raw\img4887_A.jpg,2368,1034,RGB,JPEG
..\data\raw\img4887_B.jpg,2366,995,RGB,JPEG
..\data\raw\img4887_C.jpg,1080,990,RGB,JPEG
..\data\raw\img4887_D.jpg,1243,990,RGB,JPEG
..\data\raw\img4888_A.jpg,1259,822,RGB,JPEG
..\data\raw\img4888_A_2.jpg,2336,830,RGB,JPEG
..\data\raw\img4888_B.jpg,2363,904,RGB,JPEG
..\data\raw\img4889_B.jpg,2366,1148,RGB,JPEG
..\data\raw\img4889_B_2.jpg,1209,1428,RGB,JPEG
..\data\raw\img488_A.jpg,1164,937,RGB,JPEG
..\data\raw\img488_A_2.jpg,1154,937,RGB,JPEG
..\data\raw\img488_B.jpg,1154,937,RGB,JPEG
..\data\raw\img488_B_2.jpg,1164,937,RGB,JPEG
..\data\raw\img4890_single.jpg,2369,1492,RGB,JPEG
..\data\raw\img4891_A.jpg,419,886,RGB,JPEG
..\data\raw\img4891_B.jpg,444,882,RGB,JPEG
..\data\raw\img4891_B_2.jpg,421,881,RGB,JPEG
..\data\raw\img4892_single.jpg,2370,1381,RGB,JPEG
..\data\raw\img4893_A.jpg,1179,2039,RGB,JPEG
..\data\raw\img4893_B.jpg,1093,2043,RGB,JPEG
..\data\raw\img4894_A.jpg,1150,888,RGB,JPEG
..\data\raw\img4894_B.jpg,1088,883,RGB,JPEG
