path,width,height,mode,format
..\data\raw\img13970_H_5.jpg,1006,482,RGB,JPEG
..\data\raw\img13970_K.jpg,994,887,RGB,JPEG
..\data\raw\img13970_K_2.jpg,492,489,RGB,JPEG
..\data\raw\img13970_K_3.jpg,448,574,RGB,JPEG
..\data\raw\img13970_K_4.jpg,470,448,RGB,JPEG
..\data\raw\img13970_M.jpg,716,485,RGB,JPEG
..\data\raw\img13970_N.jpg,492,489,RGB,JPEG
..\data\raw\img13970_O.jpg,999,510,RGB,JPEG
..\data\raw\img13971_A.jpg,535,552,RGB,JPEG
..\data\raw\img13971_C.jpg,576,581,RGB,JPEG
..\data\raw\img13971_C_2.jpg,1078,657,RGB,JPEG
..\data\raw\img13971_C_3.jpg,606,585,RGB,JPEG
..\data\raw\img13971_D.jpg,546,558,RGB,JPEG
..\data\raw\img13971_D_2.jpg,567,565,RGB,JPEG
..\data\raw\img13971_D_3.jpg,572,556,RGB,JPEG
..\data\raw\img13971_D_4.jpg,571,536,RGB,JPEG
..\data\raw\img13971_G.jpg,1114,568,RGB,JPEG
..\data\raw\img13972_single.jpg,3589,2538,RGB,JPEG
..\data\raw\img13973_A.jpg,1220,981,RGB,JPEG
..\data\raw\img13973_B.jpg,1221,984,RGB,JPEG
..\data\raw\img13974_single.jpg,1250,1079,RGB,JPEG
..\data\raw\img13975_A.jpg,1663,1754,RGB,JPEG
..\data\raw\img13975_B.jpg,1429,1104,RGB,JPEG
..\data\raw\img13975_B_2.jpg,1403,1069,RGB,JPEG
..\data\raw\img13976_A.jpg,1238,1221,RGB,JPEG
..\data\raw\img13976_B.jpg,1228,1222,RGB,JPEG
..\data\raw\img13976_C.jpg,1224,1234,RGB,JPEG
..\data\raw\img13976_D.jpg,1229,1241,RGB,JPEG
..\data\raw\img13977_A.jpg,1664,1183,RGB,JPEG
..\data\raw\img13977_B.jpg,1664,1217,RGB,JPEG
..\data\raw\img13978_A.jpg,1655,1177,RGB,JPEG
..\data\raw\img13978_B.jpg,1334,1160,RGB,JPEG
..\data\raw\img13979_A.jpg,1664,1218,RGB,JPEG
..\data\raw\img13979_B.jpg,1665,1295,RGB,JPEG
..\data\raw\img13979_C.jpg,1664,1228,RGB,JPEG
..\data\raw\img1397_single.jpg,1647,1247,RGB,JPEG
..\data\raw\img13980_single.jpg,1634,1232,RGB,JPEG
..\data\raw\img13981_A.jpg,1118,1191,RGB,JPEG
..\data\raw\img13981_B.jpg,1155,1191,RGB,JPEG
..\data\raw\img13981_B_2.jpg,1118,1191,RGB,JPEG
..\data\raw\img13981_C.jpg,1117,1190,RGB,JPEG
..\data\raw\img13982_A.jpg,1072,1167,RGB,JPEG
..\data\raw\img13982_B.jpg,1261,1166,RGB,JPEG
..\data\raw\img13982_C.jpg,1094,1167,RGB,JPEG
..\data\raw\img13983_single.jpg,1666,1358,RGB,JPEG
..\data\raw\img13984_A.jpg,796,1254,RGB,JPEG
..\data\raw\img13984_B.jpg,595,590,RGB,JPEG
..\data\raw\img13984_C.jpg,625,608,RGB,JPEG
..\data\raw\img13984_D.jpg,614,617,RGB,JPEG
..\data\raw\img13984_E.jpg,608,615,RGB,JPEG
..\data\raw\img13984_F.jpg,946,1254,RGB,JPEG
..\data\raw\img13985_A.jpg,1026,961,RGB,JPEG
..\data\raw\img13985_B.jpg,1148,934,RGB,JPEG
..\data\raw\img13985_C.jpg,714,709,RGB,JPEG
..\data\raw\img13985_D.jpg,729,728,RGB,JPEG
..\data\raw\img13985_E.jpg,726,719,RGB,JPEG
..\data\raw\img13985_F.jpg,694,712,RGB,JPEG
..\data\raw\img13985_F_2.jpg,708,721,RGB,JPEG
..\data\raw\img13985_G.jpg,714,953,RGB,JPEG
..\data\raw\img13985_H.jpg,1199,945,RGB,JPEG
..\data\raw\img13985_I.jpg,943,961,RGB,JPEG
..\data\raw\img13986_A.jpg,1085,1027,RGB,JPEG
..\data\raw\img13986_B.jpg,1051,1031,RGB,JPEG
..\data\raw\img13986_C.jpg,1089,1029,RGB,JPEG
..\data\raw\img13986_D.jpg,1101,1027,RGB,JPEG
..\data\raw\img13986_F.jpg,543,1036,RGB,JPEG
..\data\raw\img13987_A.jpg,1871,1011,RGB,JPEG
..\data\raw\img13987_B.jpg,1873,1018,RGB,JPEG
..\data\raw\img13987_C.jpg,1872,1004,RGB,JPEG
..\data\raw\img13987_D.jpg,1873,1156,RGB,JPEG
..\data\raw\img13988_A.jpg,1495,1051,RGB,JPEG
..\data\raw\img13988_B.jpg,1521,1038,RGB,JPEG
..\data\raw\img13988_C.jpg,1503,1041,RGB,JPEG
..\data\raw\img13988_D.jpg,1501,1052,RGB,JPEG
..\data\raw\img13989_A.jpg,1457,991,RGB,JPEG
..\data\raw\img13989_B.jpg,1572,1020,RGB,JPEG
..\data\raw\img13989_C.jpg,1507,1089,RGB,JPEG
..\data\raw\img13989_D.jpg,1501,1034,RGB,JPEG
..\data\raw\img1398_single.jpg,1647,1157,RGB,JPEG
..\data\raw\img13990_single.jpg,1523,1321,RGB,JPEG
..\data\raw\img13991_A.jpg,1590,1318,RGB,JPEG
..\data\raw\img13991_B.jpg,1450,1323,RGB,JPEG
..\data\raw\img13992_single.jpg,1720,1440,RGB,JPEG
..\data\raw\img13993_single.jpg,1523,1108,RGB,JPEG
..\data\raw\img13994_single.jpg,1523,2783,RGB,JPEG
..\data\raw\img13995_single.jpg,2566,1631,RGB,JPEG
..\data\raw\img13996_B.jpg,901,840,RGB,JPEG
..\data\raw\img13996_B_2.jpg,724,841,RGB,JPEG
..\data\raw\img13997_A.jpg,1790,1203,RGB,JPEG
..\data\raw\img13997_B.jpg,1765,1218,RGB,JPEG
..\data\raw\img13997_C.jpg,1795,1224,RGB,JPEG
..\data\raw\img13997_D.jpg,1730,1241,RGB,JPEG
..\data\raw\img13997_E.jpg,1659,1241,RGB,JPEG
..\data\raw\img13997_F.jpg,1657,1242,RGB,JPEG
..\data\raw\img13998_A.jpg,1609,742,RGB,JPEG
..\data\raw\img13998_B.jpg,948,736,RGB,JPEG
..\data\raw\img13998_C.jpg,671,729,RGB,JPEG
..\data\raw\img13998_D.jpg,669,757,RGB,JPEG
..\data\raw\img13998_F.jpg,606,604,RGB,JPEG
..\data\raw\img13999_A.jpg,1575,1126,RGB,JPEG
..\data\raw\img13999_B.jpg,1332,1079,RGB,JPEG
..\data\raw\img13999_B_2.jpg,1338,1073,RGB,JPEG
..\data\raw\img13999_C.jpg,1297,1265,RGB,JPEG
..\data\raw\img13999_D.jpg,1615,1423,RGB,JPEG
..\data\raw\img1399_A.jpg,1106,874,RGB,JPEG
..\data\raw\img1399_B.jpg,1090,1035,RGB,JPEG
..\data\raw\img1399_C.jpg,1015,1025,RGB,JPEG
..\data\raw\img1399_D.jpg,999,995,RGB,JPEG
..\data\raw\img1399_E.jpg,1014,968,RGB,JPEG
..\data\raw\img1399_E_2.jpg,1015,1025,RGB,JPEG
..\data\raw\img1399_F.jpg,1024,980,RGB,JPEG
..\data\raw\img139_single.jpg,1666,2253,RGB,JPEG
..\data\raw\img13_single.jpg,1582,1153,RGB,JPEG
..\data\raw\img14000_single.jpg,1720,1409,RGB,JPEG
..\data\raw\img14001_A.jpg,876,2476,RGB,JPEG
..\data\raw\img14001_B.jpg,851,759,RGB,JPEG
..\data\raw\img14001_C.jpg,825,848,RGB,JPEG
..\data\raw\img14001_C_2.jpg,876,2476,RGB,JPEG
..\data\raw\img14001_E.jpg,825,848,RGB,JPEG
..\data\raw\img14002_A.jpg,1117,914,RGB,JPEG
..\data\raw\img14002_B.jpg,1117,915,RGB,JPEG
..\data\raw\img14002_C.jpg,1116,914,RGB,JPEG
..\data\raw\img14003_A.jpg,1351,915,RGB,JPEG
..\data\raw\img14003_B.jpg,686,880,RGB,JPEG
..\data\raw\img14003_B_2.jpg,1557,867,RGB,JPEG
..\data\raw\img14003_C.jpg,702,959,RGB,JPEG
..\data\raw\img14003_D.jpg,792,1041,RGB,JPEG
..\data\raw\img14003_D_2.jpg,706,860,RGB,JPEG
..\data\raw\img14003_D_3.jpg,658,985,RGB,JPEG
..\data\raw\img14003_E.jpg,702,959,RGB,JPEG
..\data\raw\img14003_E_2.jpg,607,968,RGB,JPEG
..\data\raw\img14004_B.jpg,722,1191,RGB,JPEG
..\data\raw\img14004_C.jpg,666,1223,RGB,JPEG
..\data\raw\img14005_A.jpg,1351,937,RGB,JPEG
..\data\raw\img14005_B.jpg,1671,938,RGB,JPEG
..\data\raw\img14005_C.jpg,1259,1080,RGB,JPEG
..\data\raw\img14005_D.jpg,1229,1104,RGB,JPEG
..\data\raw\img14006_A.jpg,1033,857,RGB,JPEG
..\data\raw\img14006_A_2.jpg,933,855,RGB,JPEG
..\data\raw\img14006_B.jpg,1001,859,RGB,JPEG
..\data\raw\img14006_C.jpg,933,855,RGB,JPEG
..\data\raw\img14006_D.jpg,790,891,RGB,JPEG
..\data\raw\img14006_E.jpg,1104,882,RGB,JPEG
..\data\raw\img14007_A.jpg,1127,1021,RGB,JPEG
..\data\raw\img14007_B.jpg,1123,1020,RGB,JPEG
..\data\raw\img14007_C.jpg,1107,1022,RGB,JPEG
..\data\raw\img14007_D.jpg,1107,1022,RGB,JPEG
..\data\raw\img14008_C.jpg,1387,2217,RGB,JPEG
..\data\raw\img14009_A.jpg,1632,1351,RGB,JPEG
..\data\raw\img14009_B.jpg,1643,1353,RGB,JPEG
..\data\raw\img1400_A.jpg,1053,1189,RGB,JPEG
..\data\raw\img1400_B.jpg,1167,777,RGB,JPEG
..\data\raw\img1400_C.jpg,977,986,RGB,JPEG
..\data\raw\img1400_D.jpg,1009,989,RGB,JPEG
..\data\raw\img1400_E.jpg,1050,997,RGB,JPEG
..\data\raw\img1400_F.jpg,1016,1011,RGB,JPEG
..\data\raw\img14010_A.jpg,984,365,RGB,JPEG
..\data\raw\img14011_A.jpg,1565,1218,RGB,JPEG
..\data\raw\img14011_B.jpg,1562,1269,RGB,JPEG
..\data\raw\img14011_C.jpg,1570,533,RGB,JPEG
..\data\raw\img14012_A.jpg,468,706,RGB,JPEG
..\data\raw\img14012_B.jpg,552,708,RGB,JPEG
..\data\raw\img14012_C.jpg,535,707,RGB,JPEG
..\data\raw\img14013_single.jpg,337,33,RGB,JPEG
..\data\raw\img14014_single.jpg,337,33,RGB,JPEG
..\data\raw\img14015_A.jpg,1494,1396,RGB,JPEG
..\data\raw\img14015_B.jpg,1800,1397,RGB,JPEG
..\data\raw\img14016_A.jpg,1012,726,RGB,JPEG
..\data\raw\img14016_B.jpg,993,726,RGB,JPEG
..\data\raw\img14016_C.jpg,1102,724,RGB,JPEG
..\data\raw\img14016_D.jpg,1006,741,RGB,JPEG
..\data\raw\img14016_E.jpg,997,758,RGB,JPEG
..\data\raw\img14016_F.jpg,1088,764,RGB,JPEG
..\data\raw\img14017_A.jpg,1371,1238,RGB,JPEG
..\data\raw\img14017_B.jpg,1356,1242,RGB,JPEG
..\data\raw\img14018_A.jpg,786,1372,RGB,JPEG
..\data\raw\img14018_B.jpg,1559,1377,RGB,JPEG
..\data\raw\img14019_single.jpg,1721,1412,RGB,JPEG
..\data\raw\img14020_A.jpg,1359,1196,RGB,JPEG
..\data\raw\img14020_B.jpg,1383,1210,RGB,JPEG
..\data\raw\img14020_C.jpg,1346,1215,RGB,JPEG
..\data\raw\img14020_D.jpg,1366,1218,RGB,JPEG
..\data\raw\img14021_single.jpg,1721,738,RGB,JPEG
..\data\raw\img14022_B.jpg,2848,881,RGB,JPEG
..\data\raw\img14022_single.jpg,2861,1761,RGB,JPEG
..\data\raw\img14023_A.jpg,742,1069,RGB,JPEG
..\data\raw\img14023_B.jpg,2276,1060,RGB,JPEG
..\data\raw\img14023_C.jpg,2074,1042,RGB,JPEG
..\data\raw\img14024_single.jpg,2960,1284,RGB,JPEG
..\data\raw\img14025_single.jpg,2764,1547,RGB,JPEG
..\data\raw\img14026_A.jpg,1191,1027,RGB,JPEG
..\data\raw\img14027_single.jpg,1712,1434,RGB,JPEG
..\data\raw\img14028_single.jpg,1712,1338,RGB,JPEG
..\data\raw\img14029_single.jpg,1156,980,RGB,JPEG
..\data\raw\img1402_A.jpg,1147,763,RGB,JPEG
..\data\raw\img1402_B.jpg,1135,770,RGB,JPEG
..\data\raw\img1402_C.jpg,1133,773,RGB,JPEG
..\data\raw\img1402_D.jpg,1156,1061,RGB,JPEG
..\data\raw\img1402_E.jpg,1155,1064,RGB,JPEG
..\data\raw\img1402_F.jpg,1136,1060,RGB,JPEG
..\data\raw\img14030_single.jpg,1712,1443,RGB,JPEG
..\data\raw\img14031_single.jpg,1714,1461,RGB,JPEG
..\data\raw\img14032_A.jpg,1198,724,RGB,JPEG
..\data\raw\img14032_B.jpg,1120,740,RGB,JPEG
..\data\raw\img14032_C.jpg,1140,741,RGB,JPEG
..\data\raw\img14032_D.jpg,1126,749,RGB,JPEG
..\data\raw\img14032_E.jpg,1139,793,RGB,JPEG
..\data\raw\img14032_F.jpg,1050,797,RGB,JPEG
..\data\raw\img14033_single.jpg,1257,882,RGB,JPEG
..\data\raw\img14034_A.jpg,1400,1412,RGB,JPEG
..\data\raw\img14034_B.jpg,1136,1441,RGB,JPEG
..\data\raw\img14035_A.jpg,1155,1213,RGB,JPEG
..\data\raw\img14035_B.jpg,1115,1214,RGB,JPEG
..\data\raw\img14036_single.jpg,1713,1450,RGB,JPEG
..\data\raw\img14037_single.jpg,1721,1025,RGB,JPEG
..\data\raw\img14038_A.jpg,1510,1039,RGB,JPEG
..\data\raw\img14038_B.jpg,1521,1040,RGB,JPEG
..\data\raw\img14039_single.jpg,1720,1339,RGB,JPEG
..\data\raw\img1403_single.jpg,1720,1367,RGB,JPEG
..\data\raw\img14040_A.jpg,1549,1885,RGB,JPEG
..\data\raw\img14040_B.jpg,1468,857,RGB,JPEG
..\data\raw\img14040_B_2.jpg,1495,1890,RGB,JPEG
..\data\raw\img14041_single.jpg,1720,1039,RGB,JPEG
..\data\raw\img14042_A.jpg,718,801,RGB,JPEG
..\data\raw\img14042_B.jpg,831,803,RGB,JPEG
..\data\raw\img14042_B_2.jpg,824,802,RGB,JPEG
..\data\raw\img14043_A.jpg,1747,1269,RGB,JPEG
..\data\raw\img14043_B.jpg,1754,1271,RGB,JPEG
..\data\raw\img14044_A.jpg,1678,1126,RGB,JPEG
..\data\raw\img14044_B.jpg,1680,1106,RGB,JPEG
..\data\raw\img14044_C.jpg,1680,1122,RGB,JPEG
..\data\raw\img14045_A.jpg,1763,1162,RGB,JPEG
..\data\raw\img14045_B.jpg,1673,1164,RGB,JPEG
..\data\raw\img14046_A.jpg,2088,1649,RGB,JPEG
..\data\raw\img14046_B.jpg,1338,1650,RGB,JPEG
..\data\raw\img14047_single.jpg,2960,1692,RGB,JPEG
..\data\raw\img14048_single.jpg,1720,856,RGB,JPEG
..\data\raw\img14049_A.jpg,1339,957,RGB,JPEG
..\data\raw\img1404_single.jpg,2367,512,RGB,JPEG
..\data\raw\img14050_single.jpg,1702,1072,RGB,JPEG
..\data\raw\img14051_A.jpg,1672,874,RGB,JPEG
..\data\raw\img14051_B.jpg,1000,948,RGB,JPEG
..\data\raw\img14051_C.jpg,1787,921,RGB,JPEG
..\data\raw\img14052_single.jpg,3157,895,RGB,JPEG
..\data\raw\img14053_single.jpg,2367,499,RGB,JPEG
..\data\raw\img14054_A.jpg,2336,463,RGB,JPEG
..\data\raw\img14054_B.jpg,2279,483,RGB,JPEG
..\data\raw\img14054_C.jpg,2365,507,RGB,JPEG
..\data\raw\img14054_common.jpg,223,1477,RGB,JPEG
..\data\raw\img14054_C_2.jpg,2264,497,RGB,JPEG
..\data\raw\img14055_A.jpg,2446,468,RGB,JPEG
..\data\raw\img14055_B.jpg,2304,490,RGB,JPEG
..\data\raw\img14055_C.jpg,2394,502,RGB,JPEG
..\data\raw\img14055_common.jpg,232,1474,RGB,JPEG
..\data\raw\img14056_B.jpg,2314,483,RGB,JPEG
..\data\raw\img14056_C.jpg,2391,496,RGB,JPEG
..\data\raw\img14056_common.jpg,222,1478,RGB,JPEG
..\data\raw\img14056_C_2.jpg,2499,505,RGB,JPEG
..\data\raw\img14057_B.jpg,2310,486,RGB,JPEG
..\data\raw\img14057_B_2.jpg,2451,471,RGB,JPEG
..\data\raw\img14057_C.jpg,2396,502,RGB,JPEG
..\data\raw\img14057_common.jpg,230,1479,RGB,JPEG
..\data\raw\img14058_A.jpg,2310,479,RGB,JPEG
..\data\raw\img14058_B.jpg,2277,474,RGB,JPEG
..\data\raw\img14058_C.jpg,2325,486,RGB,JPEG
..\data\raw\img14058_common.jpg,213,1447,RGB,JPEG
..\data\raw\img14058_C_2.jpg,2501,492,RGB,JPEG
..\data\raw\img14058_C_3.jpg,2317,489,RGB,JPEG
..\data\raw\img14059_A.jpg,2334,475,RGB,JPEG
..\data\raw\img14059_B.jpg,2276,467,RGB,JPEG
..\data\raw\img14059_C.jpg,2376,479,RGB,JPEG
..\data\raw\img14059_common.jpg,211,1445,RGB,JPEG
..\data\raw\img14059_D.jpg,2376,479,RGB,JPEG
..\data\raw\img1405_single.jpg,1720,1054,RGB,JPEG
..\data\raw\img14060_single.jpg,1394,1185,RGB,JPEG
..\data\raw\img14061_A.jpg,829,762,RGB,JPEG
..\data\raw\img14061_A_2.jpg,797,762,RGB,JPEG
..\data\raw\img14061_B.jpg,829,762,RGB,JPEG
..\data\raw\img14061_B_2.jpg,797,762,RGB,JPEG
..\data\raw\img14062_A.jpg,684,1021,RGB,JPEG
..\data\raw\img14062_B.jpg,719,1024,RGB,JPEG
..\data\raw\img14062_B_2.jpg,684,1021,RGB,JPEG
..\data\raw\img14065_B.jpg,738,255,RGB,JPEG
..\data\raw\img14066_single.jpg,1028,509,RGB,JPEG
..\data\raw\img14067_single.jpg,1419,810,RGB,JPEG
..\data\raw\img14068_single.jpg,1580,825,RGB,JPEG
..\data\raw\img14069_single.jpg,1221,1236,RGB,JPEG
..\data\raw\img1406_A.jpg,1719,982,RGB,JPEG
..\data\raw\img1406_B.jpg,1712,1084,RGB,JPEG
..\data\raw\img1406_C.jpg,1719,1018,RGB,JPEG
..\data\raw\img14070_single.jpg,1363,955,RGB,JPEG
..\data\raw\img14071_A.jpg,1364,1134,RGB,JPEG
..\data\raw\img14071_B.jpg,1364,1222,RGB,JPEG
..\data\raw\img14072_B.jpg,493,1498,RGB,JPEG
..\data\raw\img14073_A.jpg,1265,647,RGB,JPEG
..\data\raw\img14073_B.jpg,890,696,RGB,JPEG
..\data\raw\img14074_single.jpg,2494,1050,RGB,JPEG
..\data\raw\img14075_A.jpg,1384,555,RGB,JPEG
..\data\raw\img14075_B.jpg,1381,523,RGB,JPEG
..\data\raw\img14075_C.jpg,1384,783,RGB,JPEG
..\data\raw\img14076_A.jpg,1596,395,RGB,JPEG
..\data\raw\img14076_A_2.jpg,1597,742,RGB,JPEG
..\data\raw\img14076_B.jpg,1573,520,RGB,JPEG
..\data\raw\img14076_B_2.jpg,1587,322,RGB,JPEG
..\data\raw\img14076_C.jpg,1589,359,RGB,JPEG
..\data\raw\img14077_single.jpg,1601,1372,RGB,JPEG
..\data\raw\img14078_A.jpg,1171,1291,RGB,JPEG
..\data\raw\img14078_B.jpg,1154,1294,RGB,JPEG
..\data\raw\img14078_C.jpg,1169,1295,RGB,JPEG
..\data\raw\img14078_D.jpg,1148,1298,RGB,JPEG
..\data\raw\img14079_single.jpg,1591,2118,RGB,JPEG
..\data\raw\img1407_A.jpg,1720,1014,RGB,JPEG
..\data\raw\img1407_B.jpg,1715,1076,RGB,JPEG
..\data\raw\img1407_C.jpg,1719,1043,RGB,JPEG
..\data\raw\img14080_A.jpg,1598,594,RGB,JPEG
..\data\raw\img14080_B.jpg,1601,492,RGB,JPEG
..\data\raw\img14080_B_2.jpg,1601,783,RGB,JPEG
..\data\raw\img14081_A.jpg,1601,737,RGB,JPEG
..\data\raw\img14081_B.jpg,1596,650,RGB,JPEG
..\data\raw\img14082_A.jpg,1601,617,RGB,JPEG
..\data\raw\img14082_B.jpg,1600,567,RGB,JPEG
..\data\raw\img14082_C.jpg,1600,1106,RGB,JPEG
..\data\raw\img14082_C_2.jpg,1591,504,RGB,JPEG
..\data\raw\img14082_D.jpg,1601,800,RGB,JPEG
..\data\raw\img14083_single.jpg,1242,885,RGB,JPEG
..\data\raw\img14084_single.jpg,2333,3406,RGB,JPEG
..\data\raw\img14085_A.jpg,981,845,RGB,JPEG
..\data\raw\img14085_B.jpg,980,841,RGB,JPEG
..\data\raw\img14085_B_2.jpg,985,837,RGB,JPEG
..\data\raw\img14085_C.jpg,981,845,RGB,JPEG
..\data\raw\img14085_C_2.jpg,985,837,RGB,JPEG
..\data\raw\img14085_D.jpg,995,845,RGB,JPEG
..\data\raw\img14085_E.jpg,957,859,RGB,JPEG
..\data\raw\img14086_single.jpg,2499,1179,RGB,JPEG
..\data\raw\img14087_A.jpg,800,1031,RGB,JPEG
..\data\raw\img14087_C.jpg,642,1031,RGB,JPEG
..\data\raw\img14087_C_2.jpg,608,1030,RGB,JPEG
..\data\raw\img14088_A.jpg,1234,2035,RGB,JPEG
..\data\raw\img14088_B.jpg,1234,2035,RGB,JPEG
..\data\raw\img14088_B_2.jpg,1171,2035,RGB,JPEG
..\data\raw\img14089_A.jpg,1090,928,RGB,JPEG
..\data\raw\img14089_A_2.jpg,1080,926,RGB,JPEG
..\data\raw\img14089_B.jpg,1072,926,RGB,JPEG
..\data\raw\img1408_A.jpg,1717,1336,RGB,JPEG
..\data\raw\img1408_B.jpg,1719,1342,RGB,JPEG
..\data\raw\img1408_B_2.jpg,1718,1352,RGB,JPEG
..\data\raw\img1408_C.jpg,1717,1298,RGB,JPEG
..\data\raw\img14090_single.jpg,2005,1822,RGB,JPEG
..\data\raw\img14091_C.jpg,948,1187,RGB,JPEG
..\data\raw\img14092_single.jpg,3083,2302,RGB,JPEG
..\data\raw\img14093_A.jpg,1469,1329,RGB,JPEG
..\data\raw\img14093_B.jpg,1512,1326,RGB,JPEG
..\data\raw\img14094_B.jpg,1745,1721,RGB,JPEG
..\data\raw\img14095_single.jpg,1666,1352,RGB,JPEG
..\data\raw\img14096_single.jpg,1657,1333,RGB,JPEG
..\data\raw\img14097_single.jpg,1666,1242,RGB,JPEG
..\data\raw\img14098_single.jpg,2332,936,RGB,JPEG
..\data\raw\img14099_single.jpg,2166,1532,RGB,JPEG
..\data\raw\img1409_B.jpg,1719,878,RGB,JPEG
..\data\raw\img1409_C.jpg,1718,1377,RGB,JPEG
..\data\raw\img140_B.jpg,599,1507,RGB,JPEG
..\data\raw\img140_C.jpg,599,1507,RGB,JPEG
..\data\raw\img14100_single.jpg,2723,1159,RGB,JPEG
..\data\raw\img14101_single.jpg,2715,608,RGB,JPEG
..\data\raw\img14102_A.jpg,1446,348,RGB,JPEG
..\data\raw\img14102_B.jpg,1434,746,RGB,JPEG
..\data\raw\img14102_C.jpg,1356,704,RGB,JPEG
..\data\raw\img14102_D.jpg,1072,403,RGB,JPEG
..\data\raw\img14102_E.jpg,1334,584,RGB,JPEG
..\data\raw\img14103_A.jpg,857,673,RGB,JPEG
..\data\raw\img14103_D.jpg,827,567,RGB,JPEG
..\data\raw\img14103_D_2.jpg,784,543,RGB,JPEG
..\data\raw\img14103_D_3.jpg,867,660,RGB,JPEG
..\data\raw\img14103_E.jpg,805,635,RGB,JPEG
..\data\raw\img14103_E_2.jpg,815,627,RGB,JPEG
..\data\raw\img14103_G.jpg,867,660,RGB,JPEG
..\data\raw\img14103_H.jpg,782,667,RGB,JPEG
..\data\raw\img14104_A.jpg,1444,1452,RGB,JPEG
..\data\raw\img14104_B.jpg,1496,1460,RGB,JPEG
..\data\raw\img14104_C.jpg,1456,703,RGB,JPEG
..\data\raw\img14104_D.jpg,1447,720,RGB,JPEG
..\data\raw\img14104_E.jpg,1480,1447,RGB,JPEG
..\data\raw\img14105_single.jpg,1666,1331,RGB,JPEG
..\data\raw\img14106_single.jpg,1667,969,RGB,JPEG
..\data\raw\img14107_single.jpg,1666,895,RGB,JPEG
..\data\raw\img14108_single.jpg,3547,2317,RGB,JPEG
..\data\raw\img14109_A.jpg,941,947,RGB,JPEG
..\data\raw\img14109_B.jpg,672,451,RGB,JPEG
..\data\raw\img14109_C.jpg,654,448,RGB,JPEG
..\data\raw\img1410_single.jpg,1720,1032,RGB,JPEG
..\data\raw\img14110_single.jpg,1654,1408,RGB,JPEG
..\data\raw\img14111_A.jpg,822,294,RGB,JPEG
..\data\raw\img14111_A_2.jpg,827,288,RGB,JPEG
..\data\raw\img14111_B.jpg,852,237,RGB,JPEG
..\data\raw\img14111_C.jpg,193,290,RGB,JPEG
..\data\raw\img14111_E.jpg,194,233,RGB,JPEG
..\data\raw\img14111_F.jpg,193,237,RGB,JPEG
..\data\raw\img14111_G.jpg,832,237,RGB,JPEG
..\data\raw\img14112_A.jpg,2364,660,RGB,JPEG
..\data\raw\img14112_B.jpg,2358,474,RGB,JPEG
..\data\raw\img14112_B_2.jpg,2366,836,RGB,JPEG
..\data\raw\img14112_C.jpg,2363,430,RGB,JPEG
..\data\raw\img14112_D.jpg,2366,836,RGB,JPEG
..\data\raw\img14113_single.jpg,2428,1875,RGB,JPEG
..\data\raw\img14114_single.jpg,1720,1353,RGB,JPEG
..\data\raw\img14115_single.jpg,1721,1381,RGB,JPEG
..\data\raw\img14116_A.jpg,724,558,RGB,JPEG
..\data\raw\img14116_B.jpg,704,573,RGB,JPEG
..\data\raw\img14116_B_2.jpg,724,583,RGB,JPEG
..\data\raw\img14116_B_3.jpg,708,567,RGB,JPEG
..\data\raw\img14116_D.jpg,704,557,RGB,JPEG
..\data\raw\img14116_D_2.jpg,708,567,RGB,JPEG
..\data\raw\img14116_E.jpg,709,561,RGB,JPEG
..\data\raw\img14116_G.jpg,1436,692,RGB,JPEG
..\data\raw\img14117_single.jpg,1721,1398,RGB,JPEG
..\data\raw\img14118_single.jpg,1721,1459,RGB,JPEG
..\data\raw\img14119_single.jpg,1721,1218,RGB,JPEG
..\data\raw\img1411_A.jpg,1719,1366,RGB,JPEG
..\data\raw\img1411_B.jpg,1713,1452,RGB,JPEG
..\data\raw\img1411_C.jpg,1713,1366,RGB,JPEG
..\data\raw\img14120_single.jpg,1721,1344,RGB,JPEG
..\data\raw\img14121_single.jpg,1720,1220,RGB,JPEG
..\data\raw\img14122_A.jpg,674,530,RGB,JPEG
..\data\raw\img14122_B.jpg,659,543,RGB,JPEG
..\data\raw\img14122_B_2.jpg,677,542,RGB,JPEG
..\data\raw\img14122_D.jpg,656,524,RGB,JPEG
..\data\raw\img14122_D_2.jpg,658,2299,RGB,JPEG
..\data\raw\img14122_G.jpg,663,622,RGB,JPEG
..\data\raw\img14123_A.jpg,713,560,RGB,JPEG
..\data\raw\img14123_B.jpg,712,573,RGB,JPEG
..\data\raw\img14123_B_2.jpg,702,568,RGB,JPEG
..\data\raw\img14123_D.jpg,695,545,RGB,JPEG
..\data\raw\img14123_D_2.jpg,693,561,RGB,JPEG
..\data\raw\img14123_E.jpg,697,557,RGB,JPEG
..\data\raw\img14123_F.jpg,700,545,RGB,JPEG
..\data\raw\img14123_G.jpg,1446,661,RGB,JPEG
..\data\raw\img14123_G_2.jpg,718,654,RGB,JPEG
..\data\raw\img14123_H.jpg,700,545,RGB,JPEG
..\data\raw\img14124_single.jpg,2213,857,RGB,JPEG
..\data\raw\img14125_A.jpg,966,588,RGB,JPEG
..\data\raw\img14125_B.jpg,952,593,RGB,JPEG
..\data\raw\img14125_C.jpg,969,581,RGB,JPEG
..\data\raw\img14125_C_2.jpg,956,595,RGB,JPEG
..\data\raw\img14125_D.jpg,937,584,RGB,JPEG
..\data\raw\img14125_E.jpg,956,595,RGB,JPEG
